schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,delaytimeweathergood,delaytimeweatherbad
650,DL,1432,LGA,214,1/12/2004,1756,DCA,0,1,12,N223DZ,ontime,-4,100,100,830,825,-5,14.16,164.36
650,DL,1529,LGA,214,1/12/2004,1758,DCA,0,1,12,N222DZ,ontime,,85,85,815,,,14.28,163.35
650,DL,1630,LGA,214,1/12/2004,1760,DCA,0,1,12,N241DL,ontime,34,163,163,1033,1047,14,14.26,163.57
650,DL,1728,LGA,214,1/12/2004,1762,DCA,0,1,12,N221DL,ontime,71,178,178,1148,1243,55,14.1899,163.7325
650,DL,1830,LGA,214,1/12/2004,1764,DCA,0,1,12,N223DZ,ontime,0,74,74,704,715,11,14.2501,163.5
651,DL,1929,LGA,214,1/12/2004,1766,DCA,0,1,12,N222DZ,ontime,1,86,86,817,801,-16,14.33,163.4
651,DL,2029,LGA,214,1/12/2004,1768,DCA,0,1,12,N224DA,ontime,47,50,50,741,834,53,14.31,163.2453
652,MQ,1527,JFK,213,1/12/2004,4752,DCA,0,1,12,N705MQ,ontime,-3,198,198,1010,1003,-7,14.36,163.31
652,MQ,553,JFK,213,1/12/2004,4760,DCA,0,1,12,N717MQ,ontime,22,273,273,825,851,26,14.3999,163.25
653,MQ,1820,JFK,213,1/12/2004,4784,DCA,0,1,12,N704MQ,ontime,-4,178,178,951,936,-15,14.38,163.42
653,MQ,654,LGA,214,1/12/2004,4952,DCA,0,1,12,N801MQ,delayed,2,188,188,1201,1151,-10,14.39,163.3799
654,MQ,756,LGA,214,1/12/2004,4954,DCA,0,1,12,N713MQ,ontime,-1,69,69,803,802,-1,14.395,163.63
655,MQ,855,LGA,214,1/12/2004,4956,DCA,0,1,12,N705MQ,ontime,-10,77,77,812,759,-13,14.376,163.5135
655,MQ,1053,LGA,214,1/12/2004,4960,DCA,0,1,12,N725MQ,ontime,-1,100,100,835,828,-7,14.44,163.45
655,MQ,1258,LGA,214,1/12/2004,4964,DCA,0,1,12,N711MQ,ontime,-1,155,155,930,929,-1,14.4445,163.49
655,MQ,1450,LGA,214,1/12/2004,4968,DCA,0,1,12,N704MQ,ontime,-4,120,120,855,825,-30,14.44,163.46
655,MQ,1552,LGA,214,1/12/2004,4970,DCA,0,1,12,N725MQ,ontime,-4,95,95,830,826,-4,14.465,163.66
655,MQ,1647,LGA,214,1/12/2004,4972,DCA,0,1,12,N726MQ,ontime,0,105,105,940,943,3,14.515,163.46
655,MQ,1903,LGA,214,1/12/2004,4976,DCA,0,1,12,N739MQ,ontime,1,200,200,1015,955,-20,14.5301,163.42
655,UA,848,LGA,229,1/12/2004,846,IAD,0,1,12,N562UA,ontime,-4,170,170,945,921,-24,14.58,163.44
655,US,628,LGA,214,1/12/2004,1479,DCA,0,1,12,N721UW,ontime,-2,345,345,940,932,-8,14.59,163.53
655,US,657,LGA,214,1/12/2004,2160,DCA,0,1,12,N762UW,delayed,4,267,267,922,923,1,14.59,163.5405
655,US,758,LGA,214,1/12/2004,2162,DCA,0,1,12,N722UW,ontime,,75,75,810,,,14.5401,163.55
655,US,857,LGA,214,1/12/2004,2164,DCA,0,1,12,N708UW,ontime,-5,320,320,1515,1442,-33,14.519,163.56
655,US,955,LGA,214,1/12/2004,2166,DCA,0,1,12,N724UW,ontime,-8,190,190,1105,1043,-22,14.5147,163.66
655,US,1058,LGA,214,1/12/2004,2168,DCA,0,1,12,N762UW,delayed,-8,220,220,935,937,2,14.5,163.7
655,US,1156,LGA,214,1/12/2004,2170,DCA,0,1,12,N722UW,ontime,,205,205,820,,,14.526,163.6505
655,US,1256,LGA,214,1/12/2004,2172,DCA,0,1,12,N708UW,ontime,-3,322,322,1517,1508,-9,14.51,163.67
655,US,1358,LGA,214,1/12/2004,2174,DCA,0,1,12,N724UW,ontime,-2,90,90,825,815,-10,14.4801,163.4508
655,US,1458,LGA,214,1/12/2004,2176,DCA,0,1,12,N762UW,ontime,-3,203,203,1218,1206,-12,14.46,163.45
655,US,1559,LGA,214,1/12/2004,2178,DCA,0,1,12,N722UW,ontime,-4,124,124,859,851,-8,14.4508,163.4871
655,US,1656,LGA,214,1/12/2004,2180,DCA,0,1,12,N708UW,delayed,-10,94,94,829,807,-22,14.44,163.21
655,US,1756,LGA,214,1/12/2004,2182,DCA,0,1,12,N724UW,ontime,-3,218,218,833,752,-41,14.44,163.31
655,US,1858,LGA,214,1/12/2004,2184,DCA,0,1,12,N762UW,ontime,-1,87,87,822,815,-7,14.4801,163.48
655,US,1958,LGA,214,1/12/2004,2186,DCA,0,1,12,N722UW,ontime,-8,74,74,809,756,-13,14.5099,163.52
655,US,2056,LGA,214,1/12/2004,2188,DCA,0,1,12,N708UW,ontime,24,93,93,828,831,3,14.5101,163.5164
655,RU,656,EWR,169,1/12/2004,2703,BWI,0,1,12,N16976,ontime,,175,175,1050,,,14.53,163.49
655,RU,1509,EWR,169,1/12/2004,2403,BWI,0,1,12,N15926,delayed,2,130,130,905,846,-19,14.5154,163.55
655,RU,1720,EWR,169,1/12/2004,3372,BWI,0,1,12,N12552,ontime,17,155,155,1030,1105,35,14.46,163.49
657,RU,1040,EWR,169,1/12/2004,2303,BWI,0,1,12,N12540,ontime,0,361,361,958,953,-5,14.45,163.6
659,CO,729,EWR,199,1/12/2004,806,DCA,0,1,12,N32626,ontime,-3,386,386,1025,1020,-5,14.465,163.6328
659,CO,1257,EWR,199,1/12/2004,808,DCA,0,1,12,N23657,ontime,-4,89,89,828,813,-15,14.4636,163.63
659,CO,1732,EWR,199,1/12/2004,814,DCA,0,1,12,N61304,delayed,-1,152,152,931,924,-7,14.445,163.5875
659,CO,1852,EWR,199,1/12/2004,816,DCA,0,1,12,N15659,ontime,-6,165,165,944,924,-20,14.44,163.589
659,DH,831,EWR,213,1/12/2004,7299,IAD,0,1,12,N664BR,ontime,0,404,404,1043,1019,-24,14.42,163.55
659,DH,1710,EWR,213,1/12/2004,7302,IAD,0,1,12,N695BR,ontime,-4,183,183,1002,939,-23,14.4164,163.6
659,DH,1359,EWR,213,1/12/2004,7303,IAD,0,1,12,N695BR,delayed,-1,164,164,943,912,-31,14.43,163.67
659,DH,2112,EWR,213,1/12/2004,7304,IAD,0,1,12,N333UE,ontime,-1,68,68,907,856,-11,14.41,163.74
700,DH,622,EWR,213,1/12/2004,7305,IAD,0,1,12,N327UE,ontime,,38,38,738,,,14.42,163.75
700,DH,1421,EWR,213,1/12/2004,7307,IAD,0,1,12,N332UE,ontime,10,159,159,839,840,1,14.4,163.8471
700,RU,1348,EWR,199,1/12/2004,2216,DCA,0,1,12,N12540,ontime,-2,113,113,853,836,-17,14.4,163.95
700,RU,858,EWR,199,1/12/2004,2582,DCA,0,1,12,N19554,ontime,-1,181,181,1001,942,-19,14.4001,163.9
700,RU,1519,EWR,199,1/12/2004,2261,DCA,0,1,12,N16976,ontime,-5,87,87,827,807,-20,14.4001,164.14
700,RU,1649,EWR,213,1/12/2004,2497,IAD,0,1,12,N12567,ontime,-8,103,103,843,819,-24,14.41,164.01
700,RU,1857,EWR,213,1/12/2004,2385,IAD,0,1,12,N16976,ontime,-6,119,119,859,852,-7,14.41,164.1
700,RU,2056,EWR,199,1/12/2004,2879,DCA,0,1,12,N16927,ontime,-4,142,142,1022,1013,-9,14.41,164.06
700,RU,1253,EWR,213,1/12/2004,2692,IAD,0,1,12,N17507,ontime,-3,98,98,838,821,-17,14.4101,163.93
700,RU,651,EWR,199,1/12/2004,2761,DCA,0,1,12,N21537,ontime,-5,148,148,1028,1030,2,14.425,164.1536
700,RU,1622,EWR,199,1/12/2004,2181,DCA,0,1,12,N16963,ontime,-2,159,159,839,834,-5,14.4364,164.06
700,RU,657,EWR,213,1/12/2004,2855,IAD,0,1,12,N12996,ontime,-4,273,273,1033,1017,-16,14.43,164.11
700,RU,1456,EWR,213,1/12/2004,2156,IAD,0,1,12,N41104,ontime,0,178,178,858,911,13,14.42,164.16
700,OH,1453,JFK,184,1/13/2004,5935,BWI,0,2,13,N967CA,ontime,-1,326,326,1526,1514,-12,14.42,164.206
700,DH,1639,JFK,213,1/13/2004,6155,DCA,0,2,13,N426FJ,ontime,1,142,142,1022,1029,7,14.42,164.11
700,DH,1238,LGA,229,1/13/2004,7208,IAD,0,2,13,N328UE,ontime,-2,232,232,1252,1235,-17,14.402,164.26
700,DH,1922,LGA,229,1/13/2004,7215,IAD,0,2,13,N642BR,delayed,-5,385,385,1025,1027,2,14.395,164.21
700,DH,2124,LGA,229,1/13/2004,7684,IAD,0,2,13,N648BR,ontime,-1,85,85,825,819,-6,14.395,164.225
700,DH,655,LGA,229,1/13/2004,7790,IAD,0,2,13,N690BR,delayed,0,195,195,1015,1012,-3,14.3707,164.12
700,DH,1038,LGA,229,1/13/2004,7792,IAD,0,2,13,N690BR,ontime,-2,220,220,940,929,-11,14.37,164.13
700,DH,833,JFK,228,1/13/2004,7800,IAD,0,2,13,N628BR,ontime,-5,330,330,930,916,-14,14.3286,164.045
700,DH,1236,JFK,228,1/13/2004,7806,IAD,0,2,13,N327UE,ontime,0,280,280,940,947,7,14.3492,164.14
700,DH,1450,JFK,228,1/13/2004,7808,IAD,0,2,13,N316UE,ontime,-5,210,210,930,942,12,14.3207,164.1268
700,DH,1640,JFK,228,1/13/2004,7810,IAD,0,2,13,N331UE,ontime,4,185,185,1005,1003,-2,14.35,164.226
700,DH,1713,JFK,228,1/13/2004,7812,IAD,0,2,13,N330UE,ontime,3,150,150,930,926,-4,14.37,164.325
700,DH,2125,JFK,228,1/13/2004,7814,IAD,0,2,13,N625BR,ontime,-1,165,165,1045,1031,-14,14.389,164.4
700,DH,1642,JFK,228,1/13/2004,7816,IAD,0,2,13,N328UE,delayed,-4,95,95,835,812,-23,14.36,164.4625
700,DL,1453,JFK,213,1/13/2004,746,DCA,0,2,13,N904DE,ontime,-2,150,150,930,908,-22,14.36,164.5325
700,DL,629,LGA,214,1/13/2004,1740,DCA,0,2,13,N223DZ,ontime,-5,120,120,900,844,-16,14.36,164.57
700,DL,729,LGA,214,1/13/2004,1742,DCA,0,2,13,N221DL,ontime,0,130,130,1010,1004,-6,14.38,164.61
700,DL,831,LGA,214,1/13/2004,1744,DCA,0,2,13,N222DZ,ontime,328,360,360,1000,1506,306,14.39,164.66
700,DL,929,LGA,214,1/13/2004,1746,DCA,0,2,13,N224DA,ontime,6,270,270,930,943,13,14.395,164.6758
700,DL,1029,LGA,214,1/13/2004,1748,DCA,0,2,13,N223DZ,ontime,-2,243,243,1003,958,-5,14.385,164.67
700,DL,1128,LGA,214,1/13/2004,1750,DCA,0,2,13,N221DL,ontime,-2,72,72,812,801,-11,14.39,164.6201
700,DL,1228,LGA,214,1/13/2004,1752,DCA,0,2,13,N222DZ,ontime,1,109,109,849,850,1,14.39,164.5256
700,DL,1329,LGA,214,1/13/2004,1754,DCA,0,2,13,N224DA,ontime,-1,128,128,908,910,2,14.4,164.54
700,DL,1429,LGA,214,1/13/2004,1756,DCA,0,2,13,N223DZ,ontime,1,320,320,1020,1025,5,14.4099,164.51
700,DL,1529,LGA,214,1/13/2004,1758,DCA,0,2,13,N221DL,ontime,-11,380,380,1020,1026,6,14.44,164.46
700,DL,1634,LGA,214,1/13/2004,1760,DCA,0,2,13,N222DZ,delayed,-4,112,112,852,842,-10,14.466,164.4399
700,DL,1733,LGA,214,1/13/2004,1762,DCA,0,2,13,N224DA,ontime,-10,325,325,1525,1436,-49,14.45,164.44
700,DL,1830,LGA,214,1/13/2004,1764,DCA,0,2,13,N223DZ,ontime,3,324,324,1524,1520,-4,14.451,164.4693
700,DL,1930,LGA,214,1/13/2004,1766,DCA,0,2,13,N221DL,ontime,-7,395,395,1035,1045,10,14.455,164.5372
700,DL,2028,LGA,214,1/13/2004,1768,DCA,0,2,13,N222DZ,delayed,-3,328,328,928,934,6,14.4499,164.4984
700,MQ,1516,JFK,213,1/13/2004,4752,DCA,0,2,13,N709MQ,ontime,-8,100,100,840,844,4,14.4675,164.4999
700,MQ,553,JFK,213,1/13/2004,4760,DCA,0,2,13,N707MQ,ontime,-2,165,165,845,843,-2,14.49,164.5
700,MQ,1851,JFK,213,1/13/2004,4784,DCA,0,2,13,N700MQ,delayed,45,195,195,1215,1300,45,14.53,164.503
700,MQ,650,LGA,214,1/13/2004,4952,DCA,0,2,13,N715MQ,ontime,-1,185,185,905,910,5,14.55,164.5101
700,MQ,755,LGA,214,1/13/2004,4954,DCA,0,2,13,N724MQ,ontime,-4,165,165,1145,1139,-6,14.605,164.4916
700,MQ,851,LGA,214,1/13/2004,4956,DCA,0,2,13,N709MQ,ontime,83,178,178,858,1050,112,14.5799,164.42
700,MQ,1050,LGA,214,1/13/2004,4960,DCA,0,2,13,N715MQ,ontime,-5,150,150,1030,1019,-11,14.5607,164.35
700,MQ,1248,LGA,214,1/13/2004,4964,DCA,0,2,13,N736MQ,ontime,-2,335,335,935,926,-9,14.565,164.36
700,MQ,1401,LGA,214,1/13/2004,4966,DCA,0,2,13,N733MQ,ontime,-4,193,193,1013,958,-15,14.55,164.36
700,MQ,1453,LGA,214,1/13/2004,4968,DCA,0,2,13,N704MQ,ontime,-4,170,170,850,840,-10,14.5693,164.42
700,MQ,1700,LGA,214,1/13/2004,4970,DCA,0,2,13,N703MQ,delayed,-4,230,230,1250,1314,24,14.566,164.3788
700,MQ,1811,LGA,214,1/13/2004,4972,DCA,0,2,13,N727MQ,delayed,-5,125,125,1005,940,-25,14.57,164.43
700,MQ,2007,LGA,214,1/13/2004,4976,DCA,0,2,13,N846MQ,delayed,,130,130,1010,,,14.56,164.53
700,UA,845,LGA,229,1/13/2004,846,IAD,0,2,13,N514UA,ontime,,163,163,1043,,,14.53,164.55
700,US,629,LGA,214,1/13/2004,1479,DCA,0,2,13,N730UW,ontime,-4,197,197,1017,957,-20,14.54,164.575
700,US,658,LGA,214,1/13/2004,2160,DCA,0,2,13,N756UW,ontime,1,371,371,1011,1015,4,14.53,164.565
700,US,756,LGA,214,1/13/2004,2162,DCA,0,2,13,N741UW,ontime,-5,225,225,845,831,-14,14.49,164.55
700,US,857,LGA,214,1/13/2004,2164,DCA,0,2,13,N737UW,ontime,-7,210,210,1130,1115,-15,14.49,164.5513
700,US,958,LGA,214,1/13/2004,2166,DCA,0,2,13,N722UW,ontime,-9,95,95,835,816,-19,14.49,164.49
700,US,1057,LGA,214,1/13/2004,2168,DCA,0,2,13,N756UW,ontime,-9,120,120,900,852,-8,14.4701,164.395
700,US,1156,LGA,214,1/13/2004,2170,DCA,0,2,13,N741UW,ontime,-5,105,105,845,840,-5,14.48,164.4
700,US,1255,LGA,214,1/13/2004,2172,DCA,0,2,13,N737UW,ontime,-2,50,50,750,759,9,14.495,164.42
700,US,1359,LGA,214,1/13/2004,2174,DCA,0,2,13,N722UW,ontime,-5,170,170,950,935,-15,14.5084,164.47
700,US,1459,LGA,214,1/13/2004,2176,DCA,0,2,13,N756UW,ontime,-4,165,165,945,939,-6,14.485,164.5
700,US,1558,LGA,214,1/13/2004,2178,DCA,0,2,13,N741UW,delayed,-15,180,180,1000,940,-20,14.45,164.55
700,US,1706,LGA,214,1/13/2004,2180,DCA,0,2,13,N748UW,ontime,124,150,150,930,1130,120,14.4608,164.44
700,US,1759,LGA,214,1/13/2004,2182,DCA,0,2,13,N722UW,ontime,-1,154,154,934,927,-7,14.45,164.44
700,US,1857,LGA,214,1/13/2004,2184,DCA,0,2,13,N756UW,ontime,-7,168,168,848,828,-20,14.45,164.31
700,US,1956,LGA,214,1/13/2004,2186,DCA,0,2,13,N741UW,ontime,17,125,125,805,810,5,14.4682,164.32
700,US,2056,LGA,214,1/13/2004,2188,DCA,0,2,13,N746UW,ontime,-3,370,370,1110,1053,-17,14.47,164.329
700,RU,1025,EWR,169,1/13/2004,2303,BWI,0,2,13,N14542,ontime,-4,357,357,1057,1121,24,14.48,164.1401
700,RU,1831,EWR,169,1/13/2004,3372,BWI,0,2,13,N14542,delayed,-11,344,344,1044,1026,-18,14.462,163.97
700,RU,653,EWR,169,1/13/2004,2703,BWI,0,2,13,N12530,ontime,-7,319,319,1519,1445,-34,14.461,164.05
700,RU,1537,EWR,169,1/13/2004,2403,BWI,0,2,13,N13990,delayed,-10,111,111,851,814,-37,14.48,164.07
700,CO,729,EWR,199,1/13/2004,806,DCA,0,2,13,N16632,ontime,-3,396,396,1036,1029,-7,14.49,164.13
700,CO,1816,EWR,199,1/13/2004,814,DCA,0,2,13,N14337,delayed,-8,143,143,923,902,-21,14.5094,164.16
700,CO,1924,EWR,199,1/13/2004,816,DCA,0,2,13,N16632,delayed,133,188,188,1008,1219,131,14.505,164.15
700,CO,1258,EWR,199,1/13/2004,808,DCA,0,2,13,N16646,ontime,-11,136,136,916,856,-20,14.529,164.125
700,DH,836,EWR,213,1/13/2004,7299,IAD,0,2,13,N658BR,ontime,-4,276,276,1036,1026,-10,14.53,164.13
700,DH,1708,EWR,213,1/13/2004,7302,IAD,0,2,13,N693BR,ontime,0,295,295,1055,1049,-6,14.53,164.12
700,DH,1237,EWR,213,1/13/2004,7303,IAD,0,2,13,N693BR,ontime,-6,168,168,948,925,-23,14.53,164.11
700,DH,2115,EWR,213,1/13/2004,7304,IAD,0,2,13,N698BR,ontime,12,153,153,933,929,-4,14.53,164.28
700,DH,626,EWR,213,1/13/2004,7305,IAD,0,2,13,N312UE,ontime,-3,313,313,1513,1445,-28,14.54,164.29
700,DH,1740,EWR,213,1/13/2004,7307,IAD,0,2,13,N308UE,delayed,2,400,400,1040,1030,-10,14.53,164.295
700,RU,1255,EWR,213,1/13/2004,2367,IAD,0,2,13,N14974,ontime,-8,255,255,1415,1352,-23,14.5154,164.2695
700,RU,655,EWR,213,1/13/2004,2855,IAD,0,2,13,N17560,ontime,1,273,273,1433,1428,-5,14.51,164.36
700,RU,1456,EWR,213,1/13/2004,2156,IAD,0,2,13,N16149,ontime,3,126,126,906,845,-21,14.495,164.35
700,RU,1655,EWR,213,1/13/2004,2497,IAD,0,2,13,N12922,ontime,1,120,120,900,904,4,14.475,164.37
700,RU,1355,EWR,199,1/13/2004,2216,DCA,0,2,13,N14542,ontime,-2,88,88,828,814,-14,14.48,164.39
700,RU,1927,EWR,213,1/13/2004,2385,IAD,0,2,13,N15983,delayed,-1,109,109,849,846,-3,14.47,164.43
700,RU,1519,EWR,199,1/13/2004,2261,DCA,0,2,13,N19554,ontime,-3,163,163,1043,1037,-6,14.48,164.46
700,RU,641,EWR,199,1/13/2004,2761,DCA,0,2,13,N24103,ontime,-4,196,196,1216,1159,-17,14.48,164.46
700,RU,1625,EWR,199,1/13/2004,2181,DCA,0,2,13,N14974,ontime,0,175,175,855,835,-20,14.48,164.42
700,RU,855,EWR,199,1/13/2004,2582,DCA,0,2,13,N12552,ontime,-1,214,214,934,916,-18,14.4701,164.437
700,RU,2055,EWR,199,1/13/2004,2879,DCA,0,2,13,N26549,ontime,-3,189,189,1009,938,-31,14.4756,164.4
700,OH,1500,JFK,184,1/14/2004,5935,BWI,0,3,14,N796CA,ontime,-3,169,169,949,932,-17,14.48,164.38
700,DH,1630,JFK,213,1/14/2004,6155,DCA,0,3,14,N415FJ,ontime,-3,179,179,959,957,-2,14.482,164.34
700,DH,1243,LGA,229,1/14/2004,7208,IAD,0,3,14,N679BR,ontime,-1,125,125,905,832,-33,14.4793,164.347
700,DH,1722,LGA,229,1/14/2004,7215,IAD,0,3,14,N684BR,ontime,-4,168,168,948,1001,13,14.48,164.35
700,DH,2118,LGA,229,1/14/2004,7684,IAD,0,3,14,N673BR,ontime,-1,230,230,1150,1139,-11,14.465,164.3508
700,DH,640,LGA,229,1/14/2004,7790,IAD,0,3,14,N687BR,ontime,7,128,128,1008,1000,-8,14.48,164.3172
700,DH,1034,LGA,229,1/14/2004,7792,IAD,0,3,14,N315UE,ontime,-13,109,109,849,910,21,14.4656,164.3883
700,DH,844,JFK,228,1/14/2004,7800,IAD,0,3,14,N642BR,ontime,0,403,403,1043,1026,-17,14.47,164.36
700,DH,1243,JFK,228,1/14/2004,7806,IAD,0,3,14,N330UE,ontime,0,174,174,954,943,-11,14.4799,164.34
700,DH,1450,JFK,228,1/14/2004,7808,IAD,0,3,14,N309UE,ontime,-7,267,267,1427,1405,-22,14.48,164.35
700,DH,1640,JFK,228,1/14/2004,7810,IAD,0,3,14,N332UE,ontime,-6,285,285,1445,1410,-35,14.49,164.34
700,DH,1714,JFK,228,1/14/2004,7812,IAD,0,3,14,N333UE,ontime,4,226,226,1146,1120,-26,14.49,164.34
700,DH,2119,JFK,228,1/14/2004,7814,IAD,0,3,14,N625BR,ontime,-1,210,210,1130,1110,-20,14.49,164.33
700,DH,1631,JFK,228,1/14/2004,7816,IAD,0,3,14,N315UE,ontime,117,185,185,1005,1202,117,14.52,164.369
700,DL,1454,JFK,213,1/14/2004,746,DCA,0,3,14,N987DL,ontime,-3,93,93,733,722,-11,14.53,164.41
700,DL,631,LGA,214,1/14/2004,1740,DCA,0,3,14,N223DZ,ontime,7,65,65,805,817,12,14.515,164.39
700,DL,730,LGA,214,1/14/2004,1742,DCA,0,3,14,N224DA,ontime,4,99,99,939,945,6,14.515,164.35
700,DL,829,LGA,214,1/14/2004,1744,DCA,0,3,14,N231DN,ontime,-8,87,87,827,801,-26,14.53,164.4
700,DL,929,LGA,214,1/14/2004,1746,DCA,0,3,14,N221DL,ontime,-6,79,79,819,810,-9,14.526,164.405
700,DL,1029,LGA,214,1/14/2004,1748,DCA,0,3,14,N223DZ,ontime,-2,176,176,856,859,3,14.52,164.41
700,DL,1132,LGA,214,1/14/2004,1750,DCA,0,3,14,N224DA,delayed,-11,230,230,950,1000,10,14.53,164.41
700,DL,1230,LGA,214,1/14/2004,1752,DCA,0,3,14,N231DN,ontime,1,170,170,950,933,-17,14.53,164.43
700,DL,1329,LGA,214,1/14/2004,1754,DCA,0,3,14,N221DL,ontime,62,205,205,1225,1323,58,14.525,164.46
700,DL,1431,LGA,214,1/14/2004,1756,DCA,0,3,14,N223DZ,ontime,-2,253,253,913,912,-1,14.53,164.485
700,DL,1530,LGA,214,1/14/2004,1758,DCA,0,3,14,N224DA,delayed,4,108,108,848,858,10,14.52,164.53
700,DL,1631,LGA,214,1/14/2004,1760,DCA,0,3,14,N231DN,ontime,,55,55,755,,,14.5292,164.64
700,DL,1728,LGA,214,1/14/2004,1762,DCA,0,3,14,N221DL,ontime,,130,130,910,,,14.53,164.6748
700,DL,1829,LGA,214,1/14/2004,1764,DCA,0,3,14,N223DZ,ontime,,145,145,1025,,,14.53,164.6999
700,DL,1928,LGA,214,1/14/2004,1766,DCA,0,3,14,N224DA,delayed,-5,175,175,855,833,-22,14.54,164.75
700,DL,2030,LGA,214,1/14/2004,1768,DCA,0,3,14,N231DN,delayed,,145,145,925,,,14.53,164.65
700,MQ,1526,JFK,213,1/14/2004,4752,DCA,0,3,14,N813MQ,ontime,,68,68,808,,,14.54,164.64
700,MQ,553,JFK,213,1/14/2004,4760,DCA,0,3,14,N843MQ,ontime,25,108,108,848,905,17,14.541,164.62
700,MQ,1825,JFK,213,1/14/2004,4784,DCA,0,3,14,N728MQ,ontime,-5,168,168,948,936,-12,14.5333,164.65
700,MQ,657,LGA,214,1/14/2004,4952,DCA,0,3,14,N707MQ,delayed,-5,150,150,930,928,-2,14.54,164.7
700,MQ,757,LGA,214,1/14/2004,4954,DCA,0,3,14,N734MQ,ontime,43,200,200,820,849,29,14.53,164.6203
700,MQ,853,LGA,214,1/14/2004,4956,DCA,0,3,14,N721MQ,ontime,12,57,57,757,813,16,14.525,164.5676
700,MQ,1111,LGA,214,1/14/2004,4960,DCA,0,3,14,N707MQ,delayed,4,184,184,1004,1014,10,14.52,164.5715
700,MQ,1255,LGA,214,1/14/2004,4964,DCA,0,3,14,N724MQ,ontime,4,59,59,759,758,-1,14.5101,164.6
700,MQ,1454,LGA,214,1/14/2004,4968,DCA,0,3,14,N728MQ,ontime,-10,86,86,826,825,-1,14.5163,164.64
700,MQ,1612,LGA,214,1/14/2004,4970,DCA,0,3,14,N723MQ,ontime,21,110,110,950,1020,30,14.515,164.58
700,MQ,1658,LGA,214,1/14/2004,4972,DCA,0,3,14,N724MQ,ontime,-4,42,42,742,741,-1,14.5266,164.56
700,MQ,1917,LGA,214,1/14/2004,4976,DCA,0,3,14,N726MQ,ontime,-13,60,60,800,807,7,14.535,164.58
700,UA,847,LGA,229,1/14/2004,846,IAD,0,3,14,N533UA,ontime,,87,87,827,,,14.515,164.5799
700,US,627,LGA,214,1/14/2004,1479,DCA,0,3,14,N737UW,ontime,-4,98,98,838,839,1,14.505,164.52
700,US,657,LGA,214,1/14/2004,2160,DCA,0,3,14,N748UW,ontime,10,209,209,1129,1137,8,14.49,164.47
700,US,757,LGA,214,1/14/2004,2162,DCA,0,3,14,N756UW,ontime,-4,114,114,854,813,-41,14.5101,164.43
701,US,856,LGA,214,1/14/2004,2164,DCA,0,3,14,N739UW,ontime,-5,52,52,753,745,-8,14.509,164.46
702,US,1001,LGA,214,1/14/2004,2166,DCA,0,3,14,N707UW,ontime,4,165,165,847,845,-2,14.5166,164.54
702,US,1057,LGA,214,1/14/2004,2168,DCA,0,3,14,N748UW,ontime,24,199,199,1121,1219,58,14.51,164.5
702,US,1157,LGA,214,1/14/2004,2170,DCA,0,3,14,N756UW,ontime,4,78,78,820,819,-1,14.505,164.55
702,US,1257,LGA,214,1/14/2004,2172,DCA,0,3,14,N739UW,ontime,-1,178,178,1000,932,-28,14.515,164.56
702,US,1356,LGA,214,1/14/2004,2174,DCA,0,3,14,N707UW,ontime,,64,64,806,,,14.52,164.54
702,US,1500,LGA,214,1/14/2004,2176,DCA,0,3,14,N748UW,ontime,-9,73,73,815,816,1,14.5207,164.52
704,US,1559,LGA,214,1/14/2004,2178,DCA,0,3,14,N756UW,ontime,-1,156,156,840,842,2,14.535,164.42
704,US,1653,LGA,214,1/14/2004,2180,DCA,0,3,14,N739UW,ontime,1,145,145,929,937,8,14.535,164.43
704,US,1757,LGA,214,1/14/2004,2182,DCA,0,3,14,N707UW,ontime,29,102,102,946,1013,27,14.54,164.42
705,US,1858,LGA,214,1/14/2004,2184,DCA,0,3,14,N748UW,ontime,8,280,280,945,933,-12,14.54,164.395
705,US,1959,LGA,214,1/14/2004,2186,DCA,0,3,14,N756UW,delayed,-3,329,329,1534,1522,-12,14.555,164.39
705,US,2059,LGA,214,1/14/2004,2188,DCA,0,3,14,N739UW,ontime,-2,195,195,1020,1006,-14,14.55,164.3264
705,RU,655,EWR,169,1/14/2004,2703,BWI,0,3,14,N14542,ontime,-5,155,155,940,928,-12,14.561,164.26
705,RU,1449,EWR,169,1/14/2004,2403,BWI,0,3,14,N14570,ontime,0,145,145,930,920,-10,14.5676,164.2943
705,RU,1722,EWR,169,1/14/2004,3372,BWI,0,3,14,N14974,ontime,-2,170,170,1055,1025,-30,14.57,164.28
705,RU,1035,EWR,169,1/14/2004,2303,BWI,0,3,14,N12921,ontime,,95,95,840,,,14.56,164.2728
705,CO,1257,EWR,199,1/14/2004,808,DCA,0,3,14,N11612,ontime,-6,155,155,940,931,-9,14.55,164.2
705,CO,1915,EWR,199,1/14/2004,816,DCA,0,3,14,N14667,ontime,-6,315,315,920,923,3,14.5705,164.23
705,CO,731,EWR,199,1/14/2004,806,DCA,0,3,14,N14667,ontime,0,165,165,1050,1024,-26,14.58,164.24
705,CO,1745,EWR,199,1/14/2004,814,DCA,0,3,14,N39343,delayed,4,220,220,1245,1253,8,14.605,164.299
