carrier,origin,dest,flightnumber,tailnu,date,dayweek,daymonth,YEAR,MONTH,DAY,weather,distance,delay,SCHEDULED_DEPARTURE,DEPARTURE_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DELAY_LABEL,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,delaytimeweathergood,delaytimeweatherbad
DH,IAD,JFK,7812,N329UE,1/11/2004,7,11,2015,2,9,0,228,delayed,640,1714,737,754,17,,3,57,57,28,14.075,164.06
DH,IAD,JFK,7814,N674BR,1/11/2004,7,11,2015,2,9,0,228,ontime,640,2155,825,805,-20,,-6,165,165,115,14.07,164.125
DH,IAD,JFK,7816,N330UE,1/11/2004,7,11,2015,2,9,0,228,delayed,642,1627,829,813,-16,,0,107,107,66,14.075,164.11
DL,DCA,JFK,746,N970DL,1/11/2004,7,11,2015,2,9,0,213,ontime,644,1456,1201,1139,-22,,-8,197,197,164,14.075,164.1365
DL,DCA,LGA,1744,N221DL,1/11/2004,7,11,2015,2,9,0,214,delayed,645,829,1205,1150,-15,,8,200,200,156,14.075,164.185
DL,DCA,LGA,1748,N242DL,1/11/2004,7,11,2015,2,9,0,214,delayed,645,1028,731,808,37,,3,106,106,85,14.1,164.21
DL,DCA,LGA,1750,N241DL,1/11/2004,7,11,2015,2,9,0,214,ontime,645,1130,805,749,-16,,-7,80,80,54,14.0999,164.25
DL,DCA,LGA,1752,N221DL,1/11/2004,7,11,2015,2,9,0,214,delayed,645,1231,905,839,-26,,4,140,140,95,14.095,164.195
DL,DCA,LGA,1754,N222DZ,1/11/2004,7,11,2015,2,9,0,214,delayed,645,1327,800,758,-2,,3,75,75,56,14.0675,164.2
DL,DCA,LGA,1756,N242DL,1/11/2004,7,11,2015,2,9,0,214,delayed,645,1430,1010,952,-18,,0,205,205,171,14.0795,164.2599
DL,DCA,LGA,1758,N241DL,1/11/2004,7,11,2015,2,9,0,214,ontime,645,1529,1000,931,-29,,-1,195,195,153,14.085,164.26
DL,DCA,LGA,1760,N221DL,1/11/2004,7,11,2015,2,9,0,214,ontime,645,1628,1050,1025,-25,,-3,185,185,153,14.06,164.1952
DL,DCA,LGA,1762,N222DZ,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1732,950,952,2,,-4,125,125,90,14.065,164.15
DL,DCA,LGA,1764,N242DL,1/11/2004,7,11,2015,2,10,0,214,delayed,645,1842,911,859,-12,,0,86,86,50,14.0756,164.2
DL,DCA,LGA,1766,N241DL,1/11/2004,7,11,2015,2,10,0,214,delayed,645,1928,820,826,6,,3,95,95,547,14.08,164.22
DL,DCA,LGA,1768,N221DL,1/11/2004,7,11,2015,2,10,0,214,ontime,645,2032,1000,957,-3,,-4,255,255,229,14.075,164.23
MQ,DCA,JFK,4752,N801MQ,1/11/2004,7,11,2015,2,10,0,213,ontime,645,1525,1215,1157,-18,,-4,210,210,175,14.075,164.2
MQ,DCA,JFK,4760,N710MQ,1/11/2004,7,11,2015,2,10,0,213,ontime,645,552,1005,953,-12,,-4,140,140,104,14.05,164.14
MQ,DCA,JFK,4771,N704MQ,1/11/2004,7,11,2015,2,10,0,213,delayed,645,915,1130,1146,16,,9,225,225,179,14.04,164.14
MQ,DCA,JFK,4784,N704MQ,1/11/2004,7,11,2015,2,10,0,213,delayed,645,2015,1150,1136,-14,,0,185,185,143,14.04,164.1668
MQ,DCA,LGA,4964,N709MQ,1/11/2004,7,11,2015,2,10,0,214,delayed,645,1255,915,946,31,,3,150,150,127,14.0699,164.15
MQ,DCA,LGA,4968,N704MQ,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1456,756,744,-12,,-7,71,71,38,14.051,164.07
MQ,DCA,LGA,4972,N737MQ,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1652,910,858,-12,,-3,145,145,112,14.07,164.07
MQ,DCA,LGA,4976,N734MQ,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1900,1009,1451,-14,,-8,144,144,547,14.09,164.1
UA,IAD,LGA,846,N588UA,1/11/2004,7,11,2015,2,10,0,229,ontime,645,848,819,756,-23,,-3,154,154,114,14.1091,164.135
US,DCA,LGA,2164,N763UW,1/11/2004,7,11,2015,2,10,0,214,ontime,645,858,1401,1340,-21,,-4,256,256,207,14.13,164.12
US,DCA,LGA,2166,N721UW,1/11/2004,7,11,2015,2,10,0,214,ontime,645,957,839,820,-19,,-6,114,114,81,14.1401,164.0967
US,DCA,LGA,2168,N722UW,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1057,1230,1222,-8,,-3,225,225,188,14.12,164.04
US,DCA,LGA,2170,N748UW,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1202,853,901,8,,-1,128,128,97,14.12,164.045
US,DCA,LGA,2172,N763UW,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1258,854,828,-26,,-1,69,69,30,14.121,164.07
US,DCA,LGA,2174,N721UW,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1350,859,839,-20,,-3,74,74,36,14.11,164.08
US,DCA,LGA,2176,N722UW,1/11/2004,7,11,2015,2,10,0,214,delayed,645,1452,900,926,26,,7,195,195,547,14.11,164.08
US,DCA,LGA,2178,N748UW,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1556,1459,1428,-31,,-3,314,314,264,14.165,164.1099
US,DCA,LGA,2180,N763UW,1/11/2004,7,11,2015,2,10,0,214,ontime,645,1657,900,855,-5,,-1,135,135,103,14.143,164.135
US,DCA,LGA,2182,N721UW,1/11/2004,7,11,2015,2,10,0,214,delayed,645,1753,922,956,15,,11,97,97,547,14.1678,164.15
US,DCA,LGA,2184,N722UW,1/11/2004,7,11,2015,2,10,0,214,delayed,645,1856,724,752,28,,3,99,99,69,14.16,164.11
US,DCA,LGA,2186,N748UW,1/11/2004,7,11,2015,2,10,0,214,delayed,645,2002,940,956,16,,2,115,115,88,14.1656,164.1
US,DCA,LGA,2188,N763UW,1/11/2004,7,11,2015,2,10,0,214,ontime,645,2054,934,942,8,,-3,109,109,90,14.15,164.0326
RU,BWI,EWR,3372,N12540,1/11/2004,7,11,2015,2,10,0,169,ontime,645,1736,1010,1002,-8,,-7,145,145,114,14.152,164
RU,BWI,EWR,2303,N13990,1/11/2004,7,11,2015,2,11,0,169,delayed,645,1029,820,860,7,,4,95,95,547,14.17,164.01
RU,BWI,EWR,2703,N12946,1/11/2004,7,11,2015,2,11,0,169,ontime,645,1310,910,901,-9,,-3,145,145,117,14.16,163.99
RU,BWI,EWR,2403,N10575,1/11/2004,7,11,2015,2,11,0,169,delayed,645,1450,845,900,8,,5,120,120,547,14.1656,163.95
CO,DCA,EWR,816,N33608,1/11/2004,7,11,2015,2,11,0,199,delayed,645,1851,922,911,-11,,4,157,157,125,14.169,164
CO,DCA,EWR,1767,N11656,1/11/2004,7,11,2015,2,11,0,199,ontime,645,1255,835,843,8,,-8,110,110,108,14.165,163.97
CO,DCA,EWR,810,N19623,1/11/2004,7,11,2015,2,11,0,199,ontime,645,1623,842,831,-11,,-9,117,117,87,14.15,164.01
DH,IAD,EWR,7299,N654BR,1/11/2004,7,11,2015,2,11,0,213,ontime,645,835,857,843,-14,,-8,72,72,45,14.16,164.055
DH,IAD,EWR,7302,N691BR,1/11/2004,7,11,2015,2,11,0,213,delayed,645,1700,820,819,-1,,12,95,95,63,14.1511,164.02
DH,IAD,EWR,7303,N691BR,1/11/2004,7,11,2015,2,11,0,213,delayed,645,1241,721,723,2,,16,96,96,61,14.155,164.06
DH,IAD,EWR,7304,N652BR,1/11/2004,7,11,2015,2,11,0,213,ontime,646,2113,802,809,7,,-4,136,136,121,14.17,164.07
DH,IAD,EWR,7307,N307UE,1/11/2004,7,11,2015,2,11,0,213,ontime,646,1531,850,857,7,,-10,64,64,55,14.16,164.08
RU,DCA,EWR,2879,N13123,1/11/2004,7,11,2015,2,11,0,199,ontime,647,2130,800,801,1,,-6,73,73,49,14.16,164.06
RU,IAD,EWR,2254,N13975,1/11/2004,7,11,2015,2,11,0,213,ontime,647,844,729,723,-6,,-8,42,42,27,14.17,164.02
RU,IAD,EWR,2497,N13969,1/11/2004,7,11,2015,2,11,0,213,ontime,648,1656,755,748,-7,,-3,67,67,28,14.18,164.13
RU,DCA,EWR,2097,N16976,1/11/2004,7,11,2015,2,12,0,199,ontime,649,1723,1227,1218,-9,,-2,218,218,193,14.1886,164.18
RU,DCA,EWR,2216,N14993,1/11/2004,7,11,2015,2,12,0,199,delayed,650,1356,804,852,48,,61,134,134,89,14.19,164.2
RU,DCA,EWR,2582,N13968,1/11/2004,7,11,2015,2,12,0,199,delayed,650,926,829,820,-9,,3,99,99,68,14.185,164.18
RU,IAD,EWR,2156,N17115,1/11/2004,7,11,2015,2,12,0,213,ontime,650,1501,1030,1017,-13,,-3,160,160,111,14.17,164.1
RU,IAD,EWR,2385,N17115,1/11/2004,7,11,2015,2,12,0,213,ontime,650,1856,930,856,-34,,-7,160,160,115,14.165,164.06
OH,BWI,JFK,5935,N812CA,1/12/2004,1,12,2015,2,12,0,184,ontime,650,1450,915,859,-16,,-3,85,85,60,14.1669,164.09
DH,DCA,JFK,6155,N418FJ,1/12/2004,1,12,2015,2,12,0,213,delayed,650,1640,1000,1004,4,,4,130,130,111,14.155,164.09
DH,IAD,LGA,7208,N320UE,1/12/2004,1,12,2015,2,12,0,229,ontime,650,1244,912,912,0,,-5,202,202,175,14.16,164.11
DH,IAD,LGA,7211,N676BR,1/12/2004,1,12,2015,2,12,0,229,ontime,650,1442,1015,1031,16,,-10,325,325,327,14.155,164.1
DH,IAD,LGA,7215,N645BR,1/12/2004,1,12,2015,2,12,0,229,ontime,650,1709,810,803,-7,,-6,80,80,55,14.145,164.1
DH,IAD,LGA,7684,N702BR,1/12/2004,1,12,2015,2,12,0,229,ontime,650,2112,835,822,-13,,-9,105,105,78,14.13,164.095
DH,IAD,LGA,7790,N676BR,1/12/2004,1,12,2015,2,12,0,229,ontime,650,641,1030,1032,2,,-5,280,280,256,14.135,164.175
DH,IAD,LGA,7792,N676BR,1/12/2004,1,12,2015,2,12,0,229,ontime,650,1037,755,740,-15,,-3,65,65,33,14.139,164.17
DH,IAD,JFK,7800,N677BR,1/12/2004,1,12,2015,2,12,0,228,delayed,650,833,1005,1115,70,,7,135,135,114,14.15,164.17
DH,IAD,JFK,7806,N309UE,1/12/2004,1,12,2015,2,12,0,228,delayed,650,1240,905,850,-15,,3,195,195,159,14.1461,164.29
DH,IAD,JFK,7808,N321UE,1/12/2004,1,12,2015,2,13,0,228,ontime,650,1535,1150,1149,-1,,-9,180,180,146,14.17,164.3593
DH,IAD,JFK,7810,N315UE,1/12/2004,1,12,2015,2,13,0,228,ontime,650,1638,854,840,-14,,-3,124,124,100,14.1799,164.34
DH,IAD,JFK,7812,N327UE,1/12/2004,1,12,2015,2,13,0,228,ontime,650,1710,909,859,-10,,-1,139,139,117,14.1666,164.34
DH,IAD,JFK,7814,N659BR,1/12/2004,1,12,2015,2,13,0,228,ontime,650,2112,906,848,-18,,-13,136,136,114,14.175,164.38
DL,DCA,JFK,746,N974DL,1/12/2004,1,12,2015,2,13,0,213,ontime,650,1451,840,826,-14,,-6,110,110,80,14.17,164.2973
DL,DCA,LGA,1740,N242DL,1/12/2004,1,12,2015,2,13,0,214,ontime,650,630,812,803,-9,,-2,82,82,59,14.16,164.22
DL,DCA,LGA,1742,N222DZ,1/12/2004,1,12,2015,2,13,0,214,delayed,650,733,1509,1458,-11,,0,319,319,274,14.165,164.23
DL,DCA,LGA,1744,N241DL,1/12/2004,1,12,2015,2,13,0,214,delayed,650,830,755,754,-1,,8,65,65,30,14.165,164.26
DL,DCA,LGA,1746,N221DL,1/12/2004,1,12,2015,2,13,0,214,delayed,650,1004,858,850,-8,,1,68,68,30,14.1607,164.28
DL,DCA,LGA,1748,N223DZ,1/12/2004,1,12,2015,2,13,0,214,ontime,650,1028,840,835,-5,,-6,110,110,73,14.175,164.43
DL,DCA,LGA,1750,N222DZ,1/12/2004,1,12,2015,2,13,0,214,delayed,650,1131,925,931,9,,4,95,95,547,14.165,164.32
DL,DCA,LGA,1752,N241DL,1/12/2004,1,12,2015,2,13,0,214,delayed,650,1230,905,910,5,,5,195,195,547,14.155,164.35
DL,DCA,LGA,1754,N221DL,1/12/2004,1,12,2015,2,13,0,214,delayed,650,1328,840,830,-10,,10,110,110,70,14.155,164.38
DL,DCA,LGA,1756,N223DZ,1/12/2004,1,12,2015,2,13,0,214,ontime,650,1432,830,825,-5,,-4,100,100,61,14.16,164.36
DL,DCA,LGA,1758,N222DZ,1/12/2004,1,12,2015,2,13,0,214,delayed,650,1529,815,819,4,,9,85,85,857,14.28,163.35
DL,DCA,LGA,1760,N241DL,1/12/2004,1,12,2015,2,13,0,214,delayed,650,1630,1033,1047,14,,34,163,163,127,14.26,163.57
DL,DCA,LGA,1762,N221DL,1/12/2004,1,12,2015,2,13,0,214,delayed,650,1728,1148,1243,55,,71,178,178,147,14.1899,163.7325
DL,DCA,LGA,1764,N223DZ,1/12/2004,1,12,2015,2,13,0,214,delayed,650,1830,704,715,11,,0,74,74,53,14.2501,163.5
DL,DCA,LGA,1766,N222DZ,1/12/2004,1,12,2015,2,13,0,214,delayed,651,1929,817,801,-16,,1,86,86,45,14.33,163.4
DL,DCA,LGA,1768,N224DA,1/12/2004,1,12,2015,2,13,0,214,delayed,651,2029,741,834,53,,47,50,50,33,14.31,163.2453
MQ,DCA,JFK,4752,N705MQ,1/12/2004,1,12,2015,2,13,0,213,ontime,652,1527,1010,1003,-7,,-3,198,198,153,14.36,163.31
MQ,DCA,JFK,4760,N717MQ,1/12/2004,1,12,2015,2,13,0,213,delayed,652,553,825,851,26,,22,273,273,262,14.3999,163.25
MQ,DCA,JFK,4784,N704MQ,1/12/2004,1,12,2015,2,13,0,213,ontime,653,1820,951,936,-15,,-4,178,178,152,14.38,163.42
MQ,DCA,LGA,4952,N801MQ,1/12/2004,1,12,2015,2,13,0,214,delayed,653,654,1201,1151,-10,,2,188,188,151,14.39,163.3799
MQ,DCA,LGA,4954,N713MQ,1/12/2004,1,12,2015,2,13,0,214,ontime,654,756,803,802,-1,,-1,69,69,43,14.395,163.63
MQ,DCA,LGA,4956,N705MQ,1/12/2004,1,12,2015,2,13,0,214,ontime,655,855,812,759,-13,,-10,77,77,54,14.376,163.5135
MQ,DCA,LGA,4960,N725MQ,1/12/2004,1,12,2015,2,14,0,214,ontime,655,1053,835,828,-7,,-1,100,100,74,14.44,163.45
MQ,DCA,LGA,4964,N711MQ,1/12/2004,1,12,2015,2,14,0,214,ontime,655,1258,930,929,-1,,-1,155,155,133,14.4445,163.49
MQ,DCA,LGA,4968,N704MQ,1/12/2004,1,12,2015,2,14,0,214,ontime,655,1450,855,825,-30,,-4,120,120,77,14.44,163.46
MQ,DCA,LGA,4970,N725MQ,1/12/2004,1,12,2015,2,14,0,214,ontime,655,1552,830,826,-4,,-4,95,95,63,14.465,163.66
MQ,DCA,LGA,4972,N726MQ,1/12/2004,1,12,2015,2,14,0,214,delayed,655,1647,940,943,3,,0,105,105,81,14.515,163.46
MQ,DCA,LGA,4976,N739MQ,1/12/2004,1,12,2015,2,14,0,214,delayed,655,1903,1015,955,-20,,1,200,200,169,14.5301,163.42
UA,IAD,LGA,846,N562UA,1/12/2004,1,12,2015,2,14,0,229,ontime,655,848,945,921,-24,,-4,170,170,137,14.58,163.44
US,DCA,LGA,1479,N721UW,1/12/2004,1,12,2015,2,14,0,214,ontime,655,628,940,932,-8,,-2,345,345,321,14.59,163.53
US,DCA,LGA,2160,N762UW,1/12/2004,1,12,2015,2,14,0,214,delayed,655,657,922,923,1,,4,267,267,242,14.59,163.5405
US,DCA,LGA,2162,N722UW,1/12/2004,1,12,2015,2,14,0,214,delayed,655,758,810,817,7,,13,75,75,857,14.5401,163.55
US,DCA,LGA,2164,N708UW,1/12/2004,1,12,2015,2,14,0,214,ontime,655,857,1515,1442,-33,,-5,320,320,271,14.519,163.56
US,DCA,LGA,2166,N724UW,1/12/2004,1,12,2015,2,14,0,214,ontime,655,955,1105,1043,-22,,-8,190,190,157,14.5147,163.66
US,DCA,LGA,2168,N762UW,1/12/2004,1,12,2015,2,14,0,214,ontime,655,1058,935,937,2,,-8,220,220,202,14.5,163.7
US,DCA,LGA,2170,N722UW,1/12/2004,1,12,2015,2,14,0,214,delayed,655,1156,820,823,3,,4,205,205,857,14.526,163.6505
US,DCA,LGA,2172,N708UW,1/12/2004,1,12,2015,2,15,0,214,ontime,655,1256,1517,1508,-9,,-3,322,322,299,14.51,163.67
US,DCA,LGA,2174,N724UW,1/12/2004,1,12,2015,2,15,0,214,ontime,655,1358,825,815,-10,,-2,90,90,52,14.4801,163.4508
US,DCA,LGA,2176,N762UW,1/12/2004,1,12,2015,2,15,0,214,ontime,655,1458,1218,1206,-12,,-3,203,203,174,14.46,163.45
US,DCA,LGA,2178,N722UW,1/12/2004,1,12,2015,2,15,0,214,ontime,655,1559,859,851,-8,,-4,124,124,103,14.4508,163.4871
US,DCA,LGA,2180,N708UW,1/12/2004,1,12,2015,2,15,0,214,ontime,655,1656,829,807,-22,,-10,94,94,62,14.44,163.21
US,DCA,LGA,2182,N724UW,1/12/2004,1,12,2015,2,15,0,214,ontime,655,1756,833,752,-41,,-3,218,218,160,14.44,163.31
US,DCA,LGA,2184,N762UW,1/12/2004,1,12,2015,2,15,0,214,ontime,655,1858,822,815,-7,,-1,87,87,59,14.4801,163.48
US,DCA,LGA,2186,N722UW,1/12/2004,1,12,2015,2,15,0,214,ontime,655,1958,809,756,-13,,-8,74,74,50,14.5099,163.52
US,DCA,LGA,2188,N708UW,1/12/2004,1,12,2015,2,15,0,214,delayed,655,2056,828,831,3,,24,93,93,59,14.5101,163.5164
RU,BWI,EWR,2703,N16976,1/12/2004,1,12,2015,2,15,0,169,delayed,655,656,1050,1055,5,,2,175,175,857,14.53,163.49
RU,BWI,EWR,2403,N15926,1/12/2004,1,12,2015,2,15,0,169,delayed,655,1509,905,846,-19,,2,130,130,87,14.5154,163.55
RU,BWI,EWR,3372,N12552,1/12/2004,1,12,2015,2,15,0,169,delayed,655,1720,1030,1105,35,,17,155,155,119,14.46,163.49
RU,BWI,EWR,2303,N12540,1/12/2004,1,12,2015,2,15,0,169,delayed,657,1040,958,953,-5,,0,361,361,328,14.45,163.6
CO,DCA,EWR,806,N32626,1/12/2004,1,12,2015,2,15,0,199,ontime,659,729,1025,1020,-5,,-3,386,386,340,14.465,163.6328
CO,DCA,EWR,808,N23657,1/12/2004,1,12,2015,2,15,0,199,ontime,659,1257,828,813,-15,,-4,89,89,63,14.4636,163.63
CO,DCA,EWR,814,N61304,1/12/2004,1,12,2015,2,15,0,199,ontime,659,1732,931,924,-7,,-1,152,152,127,14.445,163.5875
CO,DCA,EWR,816,N15659,1/12/2004,1,12,2015,2,15,0,199,ontime,659,1852,944,924,-20,,-6,165,165,129,14.44,163.589
DH,IAD,EWR,7299,N664BR,1/12/2004,1,12,2015,2,15,0,213,delayed,659,831,1043,1019,-24,,0,404,404,350,14.42,163.55
DH,IAD,EWR,7302,N695BR,1/12/2004,1,12,2015,2,15,0,213,ontime,659,1710,1002,939,-23,,-4,183,183,143,14.4164,163.6
DH,IAD,EWR,7303,N695BR,1/12/2004,1,12,2015,2,15,0,213,ontime,659,1359,943,912,-31,,-1,164,164,115,14.43,163.67
DH,IAD,EWR,7304,N333UE,1/12/2004,1,12,2015,2,15,0,213,ontime,659,2112,907,856,-11,,-1,68,68,41,14.41,163.74
DH,IAD,EWR,7305,N327UE,1/12/2004,1,12,2015,2,15,0,213,delayed,700,622,738,745,7,,2,38,38,857,14.42,163.75
DH,IAD,EWR,7307,N332UE,1/12/2004,1,12,2015,2,15,0,213,delayed,700,1421,839,840,1,,10,159,159,130,14.4,163.8471
RU,DCA,EWR,2216,N12540,1/12/2004,1,12,2015,2,16,0,199,ontime,700,1348,853,836,-17,,-2,113,113,78,14.4,163.95
RU,DCA,EWR,2582,N19554,1/12/2004,1,12,2015,2,16,0,199,ontime,700,858,1001,942,-19,,-1,181,181,149,14.4001,163.9
RU,DCA,EWR,2261,N16976,1/12/2004,1,12,2015,2,16,0,199,ontime,700,1519,827,807,-20,,-5,87,87,53,14.4001,164.14
RU,IAD,EWR,2497,N12567,1/12/2004,1,12,2015,2,16,0,213,ontime,700,1649,843,819,-24,,-8,103,103,68,14.41,164.01
RU,IAD,EWR,2385,N16976,1/12/2004,1,12,2015,2,16,0,213,ontime,700,1857,859,852,-7,,-6,119,119,91,14.41,164.1
RU,DCA,EWR,2879,N16927,1/12/2004,1,12,2015,2,16,0,199,ontime,700,2056,1022,1013,-9,,-4,142,142,105,14.41,164.06
RU,IAD,EWR,2692,N17507,1/12/2004,1,12,2015,2,16,0,213,ontime,700,1253,838,821,-17,,-3,98,98,63,14.4101,163.93
RU,DCA,EWR,2761,N21537,1/12/2004,1,12,2015,2,16,0,199,ontime,700,651,1028,1030,2,,-5,148,148,112,14.425,164.1536
RU,DCA,EWR,2181,N16963,1/12/2004,1,12,2015,2,16,0,199,ontime,700,1622,839,834,-5,,-2,159,159,136,14.4364,164.06
RU,IAD,EWR,2855,N12996,1/12/2004,1,12,2015,2,16,0,213,ontime,700,657,1033,1017,-16,,-4,273,273,236,14.43,164.11
RU,IAD,EWR,2156,N41104,1/12/2004,1,12,2015,2,16,0,213,delayed,700,1456,858,911,13,,0,178,178,154,14.42,164.16
OH,BWI,JFK,5935,N967CA,1/13/2004,2,13,2015,2,16,0,184,ontime,700,1453,1526,1514,-12,,-1,326,326,286,14.42,164.206
DH,DCA,JFK,6155,N426FJ,1/13/2004,2,13,2015,2,16,0,213,delayed,700,1639,1022,1029,7,,1,142,142,111,14.42,164.11
DH,IAD,LGA,7208,N328UE,1/13/2004,2,13,2015,2,16,0,229,ontime,700,1238,1252,1235,-17,,-2,232,232,199,14.402,164.26
DH,IAD,LGA,7215,N642BR,1/13/2004,2,13,2015,2,16,0,229,ontime,700,1922,1025,1027,2,,-5,385,385,360,14.395,164.21
DH,IAD,LGA,7684,N648BR,1/13/2004,2,13,2015,2,16,0,229,ontime,700,2124,825,819,-6,,-1,85,85,61,14.395,164.225
DH,IAD,LGA,7790,N690BR,1/13/2004,2,13,2015,2,16,0,229,delayed,700,655,1015,1012,-3,,0,195,195,158,14.3707,164.12
DH,IAD,LGA,7792,N690BR,1/13/2004,2,13,2015,2,17,0,229,ontime,700,1038,940,929,-11,,-2,220,220,198,14.37,164.13
DH,IAD,JFK,7800,N628BR,1/13/2004,2,13,2015,2,17,0,228,ontime,700,833,930,916,-14,,-5,330,330,301,14.3286,164.045
DH,IAD,JFK,7806,N327UE,1/13/2004,2,13,2015,2,17,0,228,delayed,700,1236,940,947,7,,0,280,280,271,14.3492,164.14
DH,IAD,JFK,7808,N316UE,1/13/2004,2,13,2015,2,17,0,228,ontime,700,1450,930,942,12,,-5,210,210,208,14.3207,164.1268
DH,IAD,JFK,7810,N331UE,1/13/2004,2,13,2015,2,17,0,228,delayed,700,1640,1005,1003,-2,,4,185,185,159,14.35,164.226
DH,IAD,JFK,7812,N330UE,1/13/2004,2,13,2015,2,17,0,228,delayed,700,1713,930,926,-4,,3,150,150,129,14.37,164.325
DH,IAD,JFK,7814,N625BR,1/13/2004,2,13,2015,2,17,0,228,ontime,700,2125,1045,1031,-14,,-1,165,165,132,14.389,164.4
DH,IAD,JFK,7816,N328UE,1/13/2004,2,13,2015,2,17,0,228,ontime,700,1642,835,812,-23,,-4,95,95,58,14.36,164.4625
DL,DCA,JFK,746,N904DE,1/13/2004,2,13,2015,2,17,0,213,ontime,700,1453,930,908,-22,,-2,150,150,114,14.36,164.5325
DL,DCA,LGA,1740,N223DZ,1/13/2004,2,13,2015,2,17,0,214,ontime,700,629,900,844,-16,,-5,120,120,94,14.36,164.57
DL,DCA,LGA,1742,N221DL,1/13/2004,2,13,2015,2,17,0,214,delayed,700,729,1010,1004,-6,,0,130,130,103,14.38,164.61
DL,DCA,LGA,1744,N222DZ,1/13/2004,2,13,2015,2,17,0,214,delayed,700,831,1000,1506,306,,3,360,360,317,14.39,164.66
DL,DCA,LGA,1746,N224DA,1/13/2004,2,13,2015,2,17,0,214,delayed,700,929,930,943,13,,6,270,270,250,14.395,164.6758
DL,DCA,LGA,1748,N223DZ,1/13/2004,2,13,2015,2,17,0,214,ontime,700,1029,1003,958,-5,,-2,243,243,212,14.385,164.67
DL,DCA,LGA,1750,N221DL,1/13/2004,2,13,2015,2,17,0,214,ontime,700,1128,812,801,-11,,-2,72,72,38,14.39,164.6201
DL,DCA,LGA,1752,N222DZ,1/13/2004,2,13,2015,2,17,0,214,delayed,700,1228,849,850,1,,1,109,109,68,14.39,164.5256
DL,DCA,LGA,1754,N224DA,1/13/2004,2,13,2015,2,17,0,214,ontime,700,1329,908,910,2,,-1,128,128,97,14.4,164.54
DL,DCA,LGA,1756,N223DZ,1/13/2004,2,13,2015,2,17,0,214,delayed,700,1429,1020,1025,5,,1,320,320,306,14.4099,164.51
DL,DCA,LGA,1758,N221DL,1/13/2004,2,13,2015,2,17,0,214,ontime,700,1529,1020,1026,6,,-11,380,380,368,14.44,164.46
DL,DCA,LGA,1760,N222DZ,1/13/2004,2,13,2015,2,17,0,214,ontime,700,1634,852,842,-10,,-4,112,112,82,14.466,164.4399
DL,DCA,LGA,1762,N224DA,1/13/2004,2,13,2015,2,18,0,214,ontime,700,1733,1525,1436,-49,,-10,325,325,268,14.45,164.44
DL,DCA,LGA,1764,N223DZ,1/13/2004,2,13,2015,2,18,0,214,delayed,700,1830,1524,1520,-4,,3,324,324,295,14.451,164.4693
DL,DCA,LGA,1766,N221DL,1/13/2004,2,13,2015,2,18,0,214,ontime,700,1930,1035,1045,10,,-7,395,395,390,14.455,164.5372
DL,DCA,LGA,1768,N222DZ,1/13/2004,2,13,2015,2,18,0,214,ontime,700,2028,928,934,6,,-3,328,328,308,14.4499,164.4984
MQ,DCA,JFK,4752,N709MQ,1/13/2004,2,13,2015,2,18,0,213,ontime,700,1516,840,844,4,,-8,100,100,74,14.4675,164.4999
MQ,DCA,JFK,4760,N707MQ,1/13/2004,2,13,2015,2,18,0,213,ontime,700,553,845,843,-2,,-2,165,165,136,14.49,164.5
MQ,DCA,JFK,4784,N700MQ,1/13/2004,2,13,2015,2,18,0,213,delayed,700,1851,1215,1300,45,,45,195,195,170,14.53,164.503
MQ,DCA,LGA,4952,N715MQ,1/13/2004,2,13,2015,2,18,0,214,ontime,700,650,905,910,5,,-1,185,185,149,14.55,164.5101
MQ,DCA,LGA,4954,N724MQ,1/13/2004,2,13,2015,2,18,0,214,ontime,700,755,1145,1139,-6,,-4,165,165,136,14.605,164.4916
MQ,DCA,LGA,4956,N709MQ,1/13/2004,2,13,2015,2,18,0,214,delayed,700,851,858,1050,112,,83,178,178,155,14.5799,164.42
MQ,DCA,LGA,4960,N715MQ,1/13/2004,2,13,2015,2,18,0,214,ontime,700,1050,1030,1019,-11,,-5,150,150,123,14.5607,164.35
MQ,DCA,LGA,4964,N736MQ,1/13/2004,2,13,2015,2,18,0,214,ontime,700,1248,935,926,-9,,-2,335,335,306,14.565,164.36
MQ,DCA,LGA,4966,N733MQ,1/13/2004,2,13,2015,2,18,0,214,ontime,700,1401,1013,958,-15,,-4,193,193,167,14.55,164.36
MQ,DCA,LGA,4968,N704MQ,1/13/2004,2,13,2015,2,18,0,214,ontime,700,1453,850,840,-10,,-4,170,170,150,14.5693,164.42
MQ,DCA,LGA,4970,N703MQ,1/13/2004,2,13,2015,2,18,0,214,ontime,700,1700,1250,1314,24,,-4,230,230,213,14.566,164.3788
