schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY
727,MQ,1549,JFK,213,1/18/2004,4752,DCA,0,7,18,N712MQ,delayed,2,211,211,1158,1130,-28
727,MQ,552,JFK,213,1/18/2004,4760,DCA,0,7,18,N731MQ,delayed,0,138,138,1045,1033,-12
727,MQ,919,JFK,213,1/18/2004,4771,DCA,0,7,18,N719MQ,ontime,-7,75,75,842,829,-13
727,MQ,2023,JFK,213,1/18/2004,4784,DCA,0,7,18,N737MQ,delayed,-8,113,113,920,912,-8
728,MQ,1330,LGA,214,1/18/2004,4964,DCA,0,7,18,N719MQ,delayed,-5,151,151,959,1004,5
728,MQ,1540,LGA,214,1/18/2004,4968,DCA,0,7,18,N703MQ,delayed,-5,92,92,900,827,-33
729,MQ,1818,LGA,214,1/18/2004,4972,DCA,0,7,18,N725MQ,delayed,-1,234,234,923,908,-15
729,MQ,2004,LGA,214,1/18/2004,4976,DCA,0,7,18,N732MQ,delayed,11,243,243,1032,1041,9
729,UA,848,LGA,229,1/18/2004,846,IAD,0,7,18,N579UA,ontime,12,335,335,1004,1013,9
729,US,858,LGA,214,1/18/2004,2164,DCA,0,7,18,N744UW,ontime,-4,177,177,1026,1028,2
729,US,954,LGA,214,1/18/2004,2166,DCA,0,7,18,N763UW,ontime,-7,185,185,1034,1025,-9
729,US,1102,LGA,214,1/18/2004,2168,DCA,0,7,18,N755UW,ontime,7,235,235,1024,1031,7
730,US,1159,LGA,214,1/18/2004,2170,DCA,0,7,18,N736UW,ontime,-3,282,282,1012,1037,25
730,US,1257,LGA,214,1/18/2004,2172,DCA,0,7,18,N744UW,delayed,-4,95,95,905,858,-7
730,US,1356,LGA,214,1/18/2004,2174,DCA,0,7,18,N763UW,ontime,-2,231,231,1321,1302,-19
730,US,1555,LGA,214,1/18/2004,2178,DCA,0,7,18,N736UW,delayed,-2,320,320,1550,1512,-38
730,US,1757,LGA,214,1/18/2004,2182,DCA,0,7,18,N763UW,ontime,-8,65,65,835,821,-14
730,US,1855,LGA,214,1/18/2004,2184,DCA,0,7,18,N755UW,ontime,2,320,320,950,947,-3
730,US,1957,LGA,214,1/18/2004,2186,DCA,0,7,18,N736UW,ontime,-2,170,170,920,917,-3
730,US,2055,LGA,214,1/18/2004,2188,DCA,0,7,18,N744UW,ontime,-3,155,155,905,847,-18
730,RU,1057,EWR,169,1/18/2004,2303,BWI,1,7,18,N17984,delayed,-1,142,142,852,840,-12
730,RU,1314,EWR,169,1/18/2004,2703,BWI,0,7,18,N15980,delayed,2,221,221,1011,1012,1
730,RU,1528,EWR,169,1/18/2004,2403,BWI,0,7,18,N16501,delayed,-3,220,220,1010,950,-20
730,CO,1258,EWR,199,1/18/2004,1767,DCA,0,7,18,N14629,ontime,-2,215,215,1005,1004,-1
730,CO,1754,EWR,199,1/18/2004,810,DCA,0,7,18,N37615,delayed,-7,85,85,855,900,5
730,CO,1959,EWR,199,1/18/2004,816,DCA,0,7,18,N16650,delayed,4,70,70,840,839,-1
730,DH,834,EWR,213,1/18/2004,7299,IAD,0,7,18,N650BR,ontime,-1,250,250,1040,1036,-4
730,DH,1900,EWR,213,1/18/2004,7302,IAD,0,7,18,N626BR,delayed,-5,80,80,850,835,-15
730,DH,1246,EWR,213,1/18/2004,7303,IAD,0,7,18,N640BR,delayed,33,90,90,900,933,33
730,DH,2117,EWR,213,1/18/2004,7304,IAD,0,7,18,N701BR,ontime,1,180,180,1030,1018,-12
730,RU,1630,EWR,213,1/18/2004,2156,IAD,0,7,18,N13124,delayed,-6,62,62,832,823,-9
730,RU,1622,EWR,199,1/18/2004,2216,DCA,0,7,18,N14558,delayed,205,175,175,825,1155,210
730,RU,841,EWR,213,1/18/2004,2254,IAD,0,7,18,N13929,ontime,-4,217,217,1107,1042,-25
730,RU,925,EWR,199,1/18/2004,2582,DCA,0,7,18,N27962,ontime,13,179,179,1029,1051,22
730,OH,1455,JFK,184,1/19/2004,5935,BWI,0,1,19,N975CA,ontime,-8,233,233,1223,1209,-14
730,DH,1636,JFK,213,1/19/2004,6155,DCA,0,1,19,N415FJ,ontime,-1,164,164,1014,1008,-6
730,DH,1303,LGA,229,1/19/2004,7208,IAD,0,1,19,N647BR,ontime,-3,88,88,858,843,-15
730,DH,1445,LGA,229,1/19/2004,7211,IAD,0,1,19,N671BR,ontime,-3,126,126,1036,1044,8
730,DH,1709,LGA,229,1/19/2004,7215,IAD,0,1,19,N648BR,ontime,-4,252,252,1442,1423,-19
730,DH,10,LGA,229,1/19/2004,7684,IAD,0,1,19,N627BR,delayed,-9,73,73,943,920,-23
730,DH,847,LGA,229,1/19/2004,7790,IAD,0,1,19,N626BR,delayed,-2,235,235,1425,1408,-17
730,DH,1035,LGA,229,1/19/2004,7792,IAD,0,1,19,N671BR,ontime,-1,158,158,1108,1036,-32
730,DH,833,JFK,228,1/19/2004,7800,IAD,0,1,19,N632BR,ontime,-1,116,116,926,918,-8
730,DH,1237,JFK,228,1/19/2004,7806,IAD,0,1,19,N691BR,ontime,-2,92,92,902,842,-20
730,DH,1454,JFK,228,1/19/2004,7808,IAD,0,1,19,N333UE,ontime,-3,158,158,1108,1043,-25
730,DH,1641,JFK,228,1/19/2004,7810,IAD,0,1,19,N327UE,ontime,-8,296,296,1026,1004,-22
730,DH,1710,JFK,228,1/19/2004,7812,IAD,0,1,19,N331UE,ontime,-1,77,77,847,837,-10
730,DH,2121,JFK,228,1/19/2004,7814,IAD,0,1,19,N625BR,ontime,-6,229,229,1319,1249,-30
730,DH,1603,JFK,228,1/19/2004,7816,IAD,0,1,19,N328UE,ontime,-4,199,199,1049,1033,-16
730,DL,1506,JFK,213,1/19/2004,746,DCA,0,1,19,N910DL,delayed,-2,154,154,904,917,13
730,DL,731,LGA,214,1/19/2004,1742,DCA,0,1,19,N242DL,ontime,-1,97,97,907,917,10
730,DL,842,LGA,214,1/19/2004,1744,DCA,0,1,19,N223DZ,ontime,-7,70,70,840,830,-10
730,DL,1029,LGA,214,1/19/2004,1748,DCA,0,1,19,N231DN,ontime,-6,140,140,850,845,-5
730,DL,1231,LGA,214,1/19/2004,1752,DCA,0,1,19,N223DZ,ontime,65,110,110,1020,1121,61
730,DL,1431,LGA,214,1/19/2004,1756,DCA,0,1,19,N231DN,ontime,8,200,200,950,,
730,DL,1530,LGA,214,1/19/2004,1758,DCA,0,1,19,N224DA,ontime,-9,43,43,813,759,-14
730,DL,1630,LGA,214,1/19/2004,1760,DCA,0,1,19,N223DZ,ontime,4,95,95,905,,
730,DL,1829,LGA,214,1/19/2004,1764,DCA,0,1,19,N231DN,ontime,44,110,110,920,955,35
730,DL,1930,LGA,214,1/19/2004,1766,DCA,0,1,19,N224DA,ontime,-3,135,135,945,945,0
730,DL,2029,LGA,214,1/19/2004,1768,DCA,0,1,19,N223DZ,ontime,-8,75,75,845,819,-26
730,MQ,1536,JFK,213,1/19/2004,4752,DCA,0,1,19,N718MQ,ontime,8,83,83,853,,
730,MQ,553,JFK,213,1/19/2004,4760,DCA,0,1,19,N736MQ,ontime,2,58,58,828,,
730,MQ,1846,JFK,213,1/19/2004,4784,DCA,0,1,19,N723MQ,delayed,3,113,113,1023,,
730,MQ,758,LGA,214,1/19/2004,4952,DCA,0,1,19,N739MQ,delayed,100,110,110,920,1027,67
730,MQ,822,LGA,214,1/19/2004,4954,DCA,0,1,19,N717MQ,delayed,5,192,192,942,942,0
730,MQ,858,LGA,214,1/19/2004,4956,DCA,0,1,19,N718MQ,ontime,1,178,178,1028,1036,8
730,MQ,1100,LGA,214,1/19/2004,4960,DCA,0,1,19,N722MQ,ontime,-3,151,151,1001,949,-12
730,MQ,1253,LGA,214,1/19/2004,4964,DCA,0,1,19,N739MQ,ontime,9,130,130,940,951,11
730,MQ,1356,LGA,214,1/19/2004,4966,DCA,0,1,19,N719MQ,ontime,0,95,95,905,907,2
730,MQ,1534,LGA,214,1/19/2004,4968,DCA,0,1,19,N723MQ,delayed,1,167,167,917,907,-10
730,MQ,1559,LGA,214,1/19/2004,4970,DCA,0,1,19,N841MQ,ontime,21,48,48,818,840,22
730,MQ,1717,LGA,214,1/19/2004,4972,DCA,0,1,19,N728MQ,ontime,-1,260,260,950,932,-18
730,MQ,1937,LGA,214,1/19/2004,4976,DCA,0,1,19,N704MQ,delayed,0,249,249,939,937,-2
730,UA,846,LGA,229,1/19/2004,846,IAD,0,1,19,N565UA,ontime,-1,96,96,906,915,9
730,US,627,LGA,214,1/19/2004,1479,DCA,0,1,19,N753UW,ontime,-8,82,82,852,845,-7
731,US,656,LGA,214,1/19/2004,2160,DCA,0,1,19,N767UW,ontime,-7,179,179,1030,1003,-27
731,US,758,LGA,214,1/19/2004,2162,DCA,0,1,19,N706UW,ontime,-9,153,153,1004,952,-12
731,US,858,LGA,214,1/19/2004,2164,DCA,0,1,19,N711UW,ontime,6,121,121,1032,,
731,US,955,LGA,214,1/19/2004,2166,DCA,0,1,19,N736UW,ontime,0,275,275,1006,958,-8
732,US,1059,LGA,214,1/19/2004,2168,DCA,0,1,19,N767UW,ontime,0,288,288,1020,1024,4
734,US,1157,LGA,214,1/19/2004,2170,DCA,0,1,19,N706UW,ontime,-3,273,273,1007,1021,14
734,US,1256,LGA,214,1/19/2004,2172,DCA,0,1,19,N711UW,ontime,12,173,173,1027,1041,14
734,US,1353,LGA,214,1/19/2004,2174,DCA,0,1,19,N736UW,ontime,-3,197,197,951,947,-4
735,US,1456,LGA,214,1/19/2004,2176,DCA,0,1,19,N767UW,ontime,-3,84,84,759,754,-5
735,US,1558,LGA,214,1/19/2004,2178,DCA,0,1,19,N706UW,ontime,-6,271,271,1006,1011,5
735,US,1656,LGA,214,1/19/2004,2180,DCA,0,1,19,N711UW,ontime,-1,266,266,1501,1450,-11
735,US,1755,LGA,214,1/19/2004,2182,DCA,0,1,19,N736UW,ontime,-6,62,62,837,820,-17
735,US,1855,LGA,214,1/19/2004,2184,DCA,0,1,19,N767UW,ontime,-11,104,104,1019,951,-28
735,US,1956,LGA,214,1/19/2004,2186,DCA,0,1,19,N706UW,ontime,-10,177,177,1032,1006,-26
735,US,2057,LGA,214,1/19/2004,2188,DCA,0,1,19,N711UW,ontime,-4,152,152,1007,949,-18
735,RU,1710,EWR,169,1/19/2004,3372,BWI,0,1,19,N13913,ontime,-4,125,125,840,822,-18
735,RU,1028,EWR,169,1/19/2004,2303,BWI,0,1,19,N18557,ontime,0,90,90,1005,1002,-3
735,RU,654,EWR,169,1/19/2004,2703,BWI,0,1,19,N14943,ontime,-3,155,155,910,903,-7
735,RU,1451,EWR,169,1/19/2004,2403,BWI,0,1,19,N12934,ontime,-7,185,185,1040,1014,-26
735,CO,1732,EWR,199,1/19/2004,814,DCA,0,1,19,N17321,delayed,-1,150,150,1105,1051,-14
735,CO,1253,EWR,199,1/19/2004,808,DCA,0,1,19,N14639,ontime,-2,115,115,930,930,0
735,CO,728,EWR,199,1/19/2004,806,DCA,0,1,19,N16649,ontime,-9,120,120,835,821,-14
735,CO,1857,EWR,199,1/19/2004,816,DCA,0,1,19,N17619,ontime,-1,165,165,1020,1002,-18
735,DH,832,EWR,213,1/19/2004,7299,IAD,0,1,19,N645BR,ontime,-4,80,80,855,846,-9
735,DH,1705,EWR,213,1/19/2004,7302,IAD,0,1,19,N689BR,ontime,1,105,105,920,920,0
735,DH,1237,EWR,213,1/19/2004,7303,IAD,0,1,19,N710BR,ontime,-4,175,175,930,918,-12
735,DH,2300,EWR,213,1/19/2004,7304,IAD,0,1,19,N626BR,delayed,-9,281,281,1516,1449,-27
735,DH,627,EWR,213,1/19/2004,7305,IAD,0,1,19,N329UE,ontime,-2,180,180,935,927,-8
735,DH,1427,EWR,213,1/19/2004,7307,IAD,0,1,19,N301UE,ontime,-9,75,75,850,856,6
735,RU,2051,EWR,213,1/19/2004,2385,IAD,0,1,19,N16520,delayed,-7,195,195,1150,1127,-23
735,RU,1258,EWR,213,1/19/2004,2692,IAD,0,1,19,N28518,ontime,-7,195,195,950,932,-18
735,RU,645,EWR,199,1/19/2004,2761,DCA,0,1,19,N13124,ontime,-3,165,165,1120,1121,1
735,RU,1530,EWR,199,1/19/2004,2261,DCA,0,1,19,N15973,ontime,12,136,136,851,855,4
735,RU,656,EWR,213,1/19/2004,2855,IAD,0,1,19,N15912,ontime,-12,110,110,925,955,30
735,RU,1659,EWR,213,1/19/2004,2497,IAD,0,1,19,N12567,ontime,2,151,151,1106,1130,24
735,RU,1455,EWR,213,1/19/2004,2156,IAD,0,1,19,N18120,ontime,-16,124,124,939,928,-11
735,RU,1628,EWR,199,1/19/2004,2181,DCA,0,1,19,N12921,ontime,1,205,205,1100,1047,-13
735,RU,1355,EWR,199,1/19/2004,2216,DCA,0,1,19,N12519,ontime,9,237,237,932,928,-4
735,RU,855,EWR,199,1/19/2004,2582,DCA,0,1,19,N48901,ontime,1,112,112,1027,1027,0
735,RU,2052,EWR,199,1/19/2004,2879,DCA,0,1,19,N16911,ontime,5,180,180,935,932,-3
735,OH,1500,JFK,184,1/20/2004,5935,BWI,0,2,20,N956CA,ontime,-2,195,195,1050,1011,-39
735,DH,1637,JFK,213,1/20/2004,6155,DCA,0,2,20,N409FJ,ontime,130,65,65,840,1045,125
735,DH,1300,LGA,229,1/20/2004,7208,IAD,0,2,20,N648BR,ontime,5,137,137,1052,1035,-17
735,DH,1455,LGA,229,1/20/2004,7211,IAD,0,2,20,N646BR,ontime,6,68,68,843,,
735,DH,1725,LGA,229,1/20/2004,7215,IAD,0,2,20,N705BR,ontime,-5,85,85,900,908,8
736,DH,2143,LGA,229,1/20/2004,7684,IAD,0,2,20,N637BR,ontime,-6,35,35,811,816,5
737,DH,635,LGA,229,1/20/2004,7790,IAD,0,2,20,N698BR,ontime,3,175,175,1032,1032,0
737,DH,1033,LGA,229,1/20/2004,7792,IAD,0,2,20,N646BR,ontime,-6,207,207,1104,1042,-22
737,DH,835,JFK,228,1/20/2004,7800,IAD,0,2,20,N627BR,ontime,-6,206,206,1003,958,-5
738,DH,1351,JFK,228,1/20/2004,7806,IAD,0,2,20,N708BR,delayed,-3,125,125,1043,1020,-23
739,DH,1446,JFK,228,1/20/2004,7808,IAD,0,2,20,N321UE,ontime,-5,166,166,925,907,-18
740,DH,1643,JFK,228,1/20/2004,7810,IAD,0,2,20,N308UE,ontime,5,205,205,1105,1059,-6
740,DH,1706,JFK,228,1/20/2004,7812,IAD,0,2,20,N313UE,ontime,-4,105,105,925,851,-34
740,DH,2118,JFK,228,1/20/2004,7814,IAD,0,2,20,N636BR,ontime,3,155,155,1215,1213,-2
740,DH,1632,JFK,228,1/20/2004,7816,IAD,0,2,20,N331UE,ontime,-1,150,150,1210,1209,-1
740,DL,1514,JFK,213,1/20/2004,746,DCA,0,2,20,N926DL,delayed,-3,170,170,1230,1229,-1
740,DL,629,LGA,214,1/20/2004,1740,DCA,0,2,20,N225DL,ontime,-4,170,170,930,920,-10
740,DL,729,LGA,214,1/20/2004,1742,DCA,0,2,20,N231DN,ontime,0,160,160,920,910,-10
740,DL,839,LGA,214,1/20/2004,1744,DCA,0,2,20,N224DA,ontime,-1,145,145,1105,1057,-8
740,DL,929,LGA,214,1/20/2004,1746,DCA,0,2,20,N223DZ,ontime,-3,105,105,1025,1048,23
740,DL,1029,LGA,214,1/20/2004,1748,DCA,0,2,20,N225DL,ontime,-1,90,90,910,927,17
740,DL,1129,LGA,214,1/20/2004,1750,DCA,0,2,20,N231DN,ontime,-4,70,70,850,837,-13
740,DL,1227,LGA,214,1/20/2004,1752,DCA,0,2,20,N224DA,ontime,-8,94,94,1014,954,-20
740,DL,1329,LGA,214,1/20/2004,1754,DCA,0,2,20,N223DZ,ontime,-6,110,110,930,931,1
740,DL,1430,LGA,214,1/20/2004,1756,DCA,0,2,20,N225DL,ontime,-4,230,230,930,932,2
740,DL,1531,LGA,214,1/20/2004,1758,DCA,0,2,20,N231DN,ontime,0,125,125,1045,1045,0
740,DL,1717,LGA,214,1/20/2004,1760,DCA,0,2,20,N223DZ,delayed,-4,135,135,855,907,12
740,DL,1731,LGA,214,1/20/2004,1762,DCA,0,2,20,N224DA,ontime,2,70,70,850,,
740,DL,1831,LGA,214,1/20/2004,1764,DCA,0,2,20,N242DL,ontime,2,135,135,955,,
740,DL,1930,LGA,214,1/20/2004,1766,DCA,0,2,20,N231DN,ontime,4,105,105,925,917,-8
740,DL,2029,LGA,214,1/20/2004,1768,DCA,0,2,20,N223DZ,ontime,-3,166,166,926,919,-7
740,MQ,1522,JFK,213,1/20/2004,4752,DCA,0,2,20,N805MQ,ontime,-5,78,78,858,840,-18
740,MQ,548,JFK,213,1/20/2004,4760,DCA,0,2,20,N721MQ,ontime,-2,224,224,1024,1010,-14
740,MQ,1823,JFK,213,1/20/2004,4784,DCA,0,2,20,N721MQ,ontime,171,271,271,1511,1801,170
740,MQ,653,LGA,214,1/20/2004,4952,DCA,0,2,20,N735MQ,ontime,-4,212,212,1012,1005,-7
740,MQ,759,LGA,214,1/20/2004,4954,DCA,0,2,20,N729MQ,ontime,10,126,126,946,936,-10
740,MQ,850,LGA,214,1/20/2004,4956,DCA,0,2,20,N712MQ,ontime,-2,191,191,1051,1041,-10
740,MQ,1057,LGA,214,1/20/2004,4960,DCA,0,2,20,N727MQ,ontime,-4,173,173,933,912,-21
740,MQ,1255,LGA,214,1/20/2004,4964,DCA,0,2,20,N712MQ,ontime,11,127,127,947,950,3
740,MQ,1350,LGA,214,1/20/2004,4966,DCA,0,2,20,N701MQ,ontime,,63,63,843,,
740,MQ,1458,LGA,214,1/20/2004,4968,DCA,0,2,20,N721MQ,ontime,,48,48,828,,
740,MQ,1551,LGA,214,1/20/2004,4970,DCA,0,2,20,N702MQ,ontime,,103,103,923,,
740,MQ,2004,LGA,214,1/20/2004,4976,DCA,0,2,20,N713MQ,delayed,-7,115,115,935,855,-40
740,UA,844,LGA,229,1/20/2004,846,IAD,0,2,20,N556UA,ontime,-3,115,115,935,950,15
740,US,626,LGA,214,1/20/2004,1479,DCA,0,2,20,N769UW,ontime,17,130,130,950,1006,16
740,US,658,LGA,214,1/20/2004,2160,DCA,0,2,20,N705UW,ontime,-12,80,80,900,837,-23
740,US,758,LGA,214,1/20/2004,2162,DCA,0,2,20,N744UW,ontime,-1,114,114,934,943,9
740,US,859,LGA,214,1/20/2004,2164,DCA,0,2,20,N722UW,ontime,3,232,232,932,925,-7
741,US,957,LGA,214,1/20/2004,2166,DCA,0,2,20,N749UW,ontime,6,300,300,1041,1039,-2
741,US,1055,LGA,214,1/20/2004,2168,DCA,0,2,20,N705UW,ontime,41,194,194,1155,1222,27
741,US,1156,LGA,214,1/20/2004,2170,DCA,0,2,20,N744UW,ontime,96,56,56,837,1018,101
742,US,1258,LGA,214,1/20/2004,2172,DCA,0,2,20,N722UW,ontime,-3,129,129,851,858,7
742,US,1357,LGA,214,1/20/2004,2174,DCA,0,2,20,N749UW,ontime,-5,163,163,1025,1013,-12
742,US,1456,LGA,214,1/20/2004,2176,DCA,0,2,20,N725UW,ontime,-4,92,92,914,856,-18
742,US,1554,LGA,214,1/20/2004,2178,DCA,0,2,20,N744UW,ontime,199,208,208,1210,1526,196
742,US,1657,LGA,214,1/20/2004,2180,DCA,0,2,20,N722UW,ontime,16,139,139,1101,1118,17
743,US,1758,LGA,214,1/20/2004,2182,DCA,0,2,20,N749UW,ontime,28,169,169,932,955,23
743,US,1858,LGA,214,1/20/2004,2184,DCA,0,2,20,N725UW,ontime,13,138,138,901,859,-2
743,US,1957,LGA,214,1/20/2004,2186,DCA,0,2,20,N744UW,ontime,-4,124,124,1047,1038,-9
744,US,2057,LGA,214,1/20/2004,2188,DCA,0,2,20,N722UW,ontime,-5,80,80,904,907,3
744,RU,1453,EWR,169,1/20/2004,2403,BWI,0,2,20,N15983,ontime,0,224,224,1028,1037,9
745,RU,1027,EWR,169,1/20/2004,2303,BWI,0,2,20,N14920,ontime,-3,299,299,1544,1530,-14
745,RU,1723,EWR,169,1/20/2004,3372,BWI,0,2,20,N12921,delayed,8,85,85,1010,1021,11
745,RU,655,EWR,169,1/20/2004,2703,BWI,0,2,20,N13566,ontime,-4,112,112,1037,1029,-8
745,CO,1856,EWR,199,1/20/2004,816,DCA,0,2,20,N14655,ontime,18,191,191,1156,1149,-7
745,CO,1723,EWR,199,1/20/2004,814,DCA,0,2,20,N47332,ontime,-5,269,269,1014,1003,-11
745,CO,1250,EWR,199,1/20/2004,808,DCA,0,2,20,N16607,ontime,-6,282,282,1527,1457,-30
745,CO,729,EWR,199,1/20/2004,806,DCA,0,2,20,N14628,ontime,0,278,278,1023,1019,-4
745,DH,835,EWR,213,1/20/2004,7299,IAD,0,2,20,N637BR,ontime,-1,100,100,925,905,-20
745,DH,1700,EWR,213,1/20/2004,7302,IAD,0,2,20,N638BR,ontime,2,125,125,1050,1042,-8
745,DH,1236,EWR,213,1/20/2004,7303,IAD,0,2,20,N638BR,ontime,-2,155,155,1120,1111,-9
745,DH,2113,EWR,213,1/20/2004,7304,IAD,0,2,20,N663BR,ontime,0,180,180,845,832,-13
745,DH,625,EWR,213,1/20/2004,7305,IAD,0,2,20,N311UE,ontime,-1,160,160,925,926,1
745,DH,1426,EWR,213,1/20/2004,7307,IAD,0,2,20,N332UE,ontime,-2,165,165,930,922,-8
745,RU,1624,EWR,199,1/20/2004,2181,DCA,0,2,20,N15555,ontime,-2,240,240,945,924,-21
745,RU,2052,EWR,199,1/20/2004,2879,DCA,0,2,20,N14562,ontime,48,310,310,955,1030,35
745,RU,1357,EWR,199,1/20/2004,2216,DCA,0,2,20,N14920,ontime,6,100,100,925,920,-5
745,RU,1650,EWR,213,1/20/2004,2497,IAD,0,2,20,N16951,ontime,-3,75,75,900,844,-16
745,RU,638,EWR,199,1/20/2004,2761,DCA,0,2,20,N26141,ontime,0,110,110,935,931,-4
745,RU,1855,EWR,213,1/20/2004,2385,IAD,0,2,20,N26141,ontime,-1,182,182,1047,1035,-12
745,RU,859,EWR,199,1/20/2004,2582,DCA,0,2,20,N14543,ontime,-5,269,269,1014,1020,6
745,RU,1255,EWR,213,1/20/2004,2367,IAD,0,2,20,N15555,ontime,-1,120,120,1045,1054,9
745,RU,1555,EWR,199,1/20/2004,2261,DCA,0,2,20,N11539,delayed,15,265,265,1010,952,-18
745,RU,1456,EWR,213,1/20/2004,2156,IAD,0,2,20,N17146,ontime,2,170,170,935,941,6
745,RU,708,EWR,213,1/20/2004,2855,IAD,0,2,20,N28518,delayed,-4,155,155,1120,1104,-16
745,OH,1455,JFK,184,1/21/2004,5935,BWI,0,3,21,N804CA,ontime,-6,195,195,1000,1004,4
745,DH,1239,LGA,229,1/21/2004,7208,IAD,0,3,21,N705BR,ontime,-8,155,155,1020,1011,-9
745,DH,1448,LGA,229,1/21/2004,7211,IAD,0,3,21,N687BR,ontime,-10,165,165,1130,1103,-27
745,DH,1714,LGA,229,1/21/2004,7215,IAD,0,3,21,N705BR,ontime,-7,132,132,957,945,-12
745,DH,2220,LGA,229,1/21/2004,7684,IAD,0,3,21,N698BR,delayed,-5,133,133,1058,1037,-21
745,DH,702,LGA,229,1/21/2004,7790,IAD,0,3,21,N688BR,delayed,-5,79,79,904,844,-20
745,DH,1032,LGA,229,1/21/2004,7792,IAD,0,3,21,N687BR,ontime,-2,156,156,1021,1002,-19
745,DH,836,JFK,228,1/21/2004,7800,IAD,0,3,21,N637BR,ontime,0,283,283,1528,1522,-6
745,DH,1237,JFK,228,1/21/2004,7806,IAD,0,3,21,N656BR,ontime,-5,130,130,955,1029,34
745,DH,1504,JFK,228,1/21/2004,7808,IAD,0,3,21,N301UE,ontime,0,72,72,857,854,-3
745,DH,1639,JFK,228,1/21/2004,7810,IAD,0,3,21,N308UE,ontime,-3,76,76,1001,939,-22
745,DH,1710,JFK,228,1/21/2004,7812,IAD,0,3,21,N333UE,ontime,40,120,120,945,1012,27
745,DH,2118,JFK,228,1/21/2004,7814,IAD,0,3,21,N688BR,ontime,-5,156,156,1021,1006,-15
745,DH,1603,JFK,228,1/21/2004,7816,IAD,0,3,21,N321UE,ontime,-5,114,114,939,932,-7
745,DL,1456,JFK,213,1/21/2004,746,DCA,0,3,21,N938DL,ontime,-5,216,216,1321,1306,-15
745,DL,630,LGA,214,1/21/2004,1740,DCA,0,3,21,N242DL,ontime,-4,120,120,945,948,3
745,DL,730,LGA,214,1/21/2004,1742,DCA,0,3,21,N224DA,ontime,-6,142,142,1107,1104,-3
745,DL,831,LGA,214,1/21/2004,1744,DCA,0,3,21,N231DN,ontime,-8,117,117,842,836,-6
745,DL,931,LGA,214,1/21/2004,1746,DCA,0,3,21,N221DL,ontime,11,123,123,848,858,10
745,DL,1031,LGA,214,1/21/2004,1748,DCA,0,3,21,N242DL,ontime,-3,145,145,910,920,10
745,DL,1131,LGA,214,1/21/2004,1750,DCA,0,3,21,N224DA,ontime,-5,187,187,1252,1238,-14
745,DL,1230,LGA,214,1/21/2004,1752,DCA,0,3,21,N3734B,ontime,-8,85,85,910,833,-37
745,DL,1332,LGA,214,1/21/2004,1754,DCA,0,3,21,N221DL,ontime,2,90,90,915,,
745,DL,1431,LGA,214,1/21/2004,1756,DCA,0,3,21,N242DL,ontime,-2,134,134,859,903,4
745,DL,1530,LGA,214,1/21/2004,1758,DCA,0,3,21,N231DN,ontime,-3,176,176,1041,1505,
745,DL,1632,LGA,214,1/21/2004,1760,DCA,0,3,21,N3734B,delayed,11,151,151,1116,1135,19
745,DL,1730,LGA,214,1/21/2004,1762,DCA,0,3,21,N221DL,ontime,1,150,150,1115,1107,-8
746,DL,1828,LGA,214,1/21/2004,1764,DCA,0,3,21,N242DL,ontime,-2,164,164,1030,1031,1
746,DL,1928,LGA,214,1/21/2004,1766,DCA,0,3,21,N231DN,ontime,2,179,179,945,954,9
746,DL,2032,LGA,214,1/21/2004,1768,DCA,0,3,21,N225DL,ontime,-10,65,65,851,840,-11
747,MQ,1525,JFK,213,1/21/2004,4752,DCA,0,3,21,N732MQ,ontime,1,155,155,922,917,-5
748,MQ,555,JFK,213,1/21/2004,4760,DCA,0,3,21,N709MQ,ontime,-11,34,34,822,806,-16
748,MQ,1830,JFK,213,1/21/2004,4784,DCA,0,3,21,N719MQ,ontime,-7,57,57,845,835,-10
748,MQ,652,LGA,214,1/21/2004,4952,DCA,0,3,21,N704MQ,ontime,55,56,56,844,941,57
750,MQ,753,LGA,214,1/21/2004,4954,DCA,0,3,21,N716MQ,ontime,-5,70,70,900,844,-16
750,MQ,857,LGA,214,1/21/2004,4956,DCA,0,3,21,N730MQ,ontime,19,315,315,1105,1130,25
750,MQ,1050,LGA,214,1/21/2004,4960,DCA,0,3,21,N704MQ,ontime,1,60,60,850,839,-11
750,MQ,1252,LGA,214,1/21/2004,4964,DCA,0,3,21,N716MQ,ontime,-5,110,110,1040,1027,-13
750,MQ,1349,LGA,214,1/21/2004,4966,DCA,0,3,21,N717MQ,ontime,1,240,240,1050,1050,0
750,MQ,1452,LGA,214,1/21/2004,4968,DCA,0,3,21,N719MQ,ontime,-5,145,145,1115,1059,-16
750,MQ,1556,LGA,214,1/21/2004,4970,DCA,0,3,21,N720MQ,ontime,9,274,274,1024,1023,-1
750,MQ,1653,LGA,214,1/21/2004,4972,DCA,0,3,21,N713MQ,ontime,2,172,172,942,941,-1
750,MQ,1853,LGA,214,1/21/2004,4976,DCA,0,3,21,N723MQ,ontime,2,157,157,1027,1011,-16
750,UA,846,LGA,229,1/21/2004,846,IAD,0,3,21,N563UA,ontime,-3,187,187,957,943,-14
